org_files,yyyy,mm,dd,title,old_url,new_url,new_relative_url
2010-12-22-authentication-in-apache.org,2010,12,22,authentication-in-apache,http://blog.nguyenvq.com/blog/2010/12/22/authentication-in-apache,https://www.nguyenvq.com/blog/posts/2010-12-22-authentication-in-apache/,../2010-12-22-authentication-in-apache/
2010-12-22-dirb-directory-bookmarks-for-bash.org,2010,12,22,dirb-directory-bookmarks-for-bash,http://blog.nguyenvq.com/blog/2010/12/22/dirb-directory-bookmarks-for-bash,https://www.nguyenvq.com/blog/posts/2010-12-22-dirb-directory-bookmarks-for-bash/,../2010-12-22-dirb-directory-bookmarks-for-bash/
2010-12-22-ssl-in-apache.org,2010,12,22,ssl-in-apache,http://blog.nguyenvq.com/blog/2010/12/22/ssl-in-apache,https://www.nguyenvq.com/blog/posts/2010-12-22-ssl-in-apache/,../2010-12-22-ssl-in-apache/
2010-12-25-share-remix-reuse-legally.org,2010,12,25,share-remix-reuse-legally,http://blog.nguyenvq.com/blog/2010/12/25/share-remix-reuse-legally,https://www.nguyenvq.com/blog/posts/2010-12-25-share-remix-reuse-legally/,../2010-12-25-share-remix-reuse-legally/
2010-12-26-ddclient-to-keep-track-of-computer-ip-address-via-dyndns.org,2010,12,26,ddclient-to-keep-track-of-computer-ip-address-via-dyndns,http://blog.nguyenvq.com/blog/2010/12/26/ddclient-to-keep-track-of-computer-ip-address-via-dyndns,https://www.nguyenvq.com/blog/posts/2010-12-26-ddclient-to-keep-track-of-computer-ip-address-via-dyndns/,../2010-12-26-ddclient-to-keep-track-of-computer-ip-address-via-dyndns/
2010-12-31-update-using-my-playstation-3-ps3-as-a-media-player-play-mkv-files-and-more.org,2010,12,31,update-using-my-playstation-3-ps3-as-a-media-player-play-mkv-files-and-more,http://blog.nguyenvq.com/blog/2010/12/31/update-using-my-playstation-3-ps3-as-a-media-player-play-mkv-files-and-more,https://www.nguyenvq.com/blog/posts/2010-12-31-update-using-my-playstation-3-ps3-as-a-media-player-play-mkv-files-and-more/,../2010-12-31-update-using-my-playstation-3-ps3-as-a-media-player-play-mkv-files-and-more/
2011-01-01-control-my-computers-desktop-graphically-via-vnc.org,2011,01,01,control-my-computers-desktop-graphically-via-vnc,http://blog.nguyenvq.com/blog/2011/01/01/control-my-computers-desktop-graphically-via-vnc,https://www.nguyenvq.com/blog/posts/2011-01-01-control-my-computers-desktop-graphically-via-vnc/,../2011-01-01-control-my-computers-desktop-graphically-via-vnc/
2011-01-04-add-one-to-a-number-using-emacs-regexp.org,2011,01,04,add-one-to-a-number-using-emacs-regexp,http://blog.nguyenvq.com/blog/2011/01/04/add-one-to-a-number-using-emacs-regexp,https://www.nguyenvq.com/blog/posts/2011-01-04-add-one-to-a-number-using-emacs-regexp/,../2011-01-04-add-one-to-a-number-using-emacs-regexp/
2011-01-16-create-bootable-usb-drives-of-windows-installation-cds-in-linux.org,2011,01,16,create-bootable-usb-drives-of-windows-installation-cds-in-linux,http://blog.nguyenvq.com/blog/2011/01/16/create-bootable-usb-drives-of-windows-installation-cds-in-linux,https://www.nguyenvq.com/blog/posts/2011-01-16-create-bootable-usb-drives-of-windows-installation-cds-in-linux/,../2011-01-16-create-bootable-usb-drives-of-windows-installation-cds-in-linux/
2011-01-18-wordpress-and-mysql-error-establishing-a-database-connection.org,2011,01,18,wordpress-and-mysql-error-establishing-a-database-connection,http://blog.nguyenvq.com/blog/2011/01/18/wordpress-and-mysql-error-establishing-a-database-connection,https://www.nguyenvq.com/blog/posts/2011-01-18-wordpress-and-mysql-error-establishing-a-database-connection/,../2011-01-18-wordpress-and-mysql-error-establishing-a-database-connection/
2011-01-20-downloading-curl-vs-wget.org,2011,01,20,downloading-curl-vs-wget,http://blog.nguyenvq.com/blog/2011/01/20/downloading-curl-vs-wget,https://www.nguyenvq.com/blog/posts/2011-01-20-downloading-curl-vs-wget/,../2011-01-20-downloading-curl-vs-wget/
2011-01-26-rss-to-twitter-and-mailing-list-email.org,2011,01,26,rss-to-twitter-and-mailing-list-email,http://blog.nguyenvq.com/blog/2011/01/26/rss-to-twitter-and-mailing-list-email,https://www.nguyenvq.com/blog/posts/2011-01-26-rss-to-twitter-and-mailing-list-email/,../2011-01-26-rss-to-twitter-and-mailing-list-email/
2011-02-04-presentationsslideshows-in-a-web-browser-using-s5.org,2011,02,04,presentationsslideshows-in-a-web-browser-using-s5,http://blog.nguyenvq.com/blog/2011/02/04/presentationsslideshows-in-a-web-browser-using-s5,https://www.nguyenvq.com/blog/posts/2011-02-04-presentationsslideshows-in-a-web-browser-using-s5/,../2011-02-04-presentationsslideshows-in-a-web-browser-using-s5/
2011-02-12-bash-script-auto-complete-filename-by-file-typeextension.org,2011,02,12,bash-script-auto-complete-filename-by-file-typeextension,http://blog.nguyenvq.com/blog/2011/02/12/bash-script-auto-complete-filename-by-file-typeextension,https://www.nguyenvq.com/blog/posts/2011-02-12-bash-script-auto-complete-filename-by-file-typeextension/,../2011-02-12-bash-script-auto-complete-filename-by-file-typeextension/
2011-02-12-convert-eps-to-pdf-with-the-correct-page-size-or-boundaries.org,2011,02,12,convert-eps-to-pdf-with-the-correct-page-size-or-boundaries,http://blog.nguyenvq.com/blog/2011/02/12/convert-eps-to-pdf-with-the-correct-page-size-or-boundaries,https://www.nguyenvq.com/blog/posts/2011-02-12-convert-eps-to-pdf-with-the-correct-page-size-or-boundaries/,../2011-02-12-convert-eps-to-pdf-with-the-correct-page-size-or-boundaries/
2011-02-13-poster-presentation.org,2011,02,13,poster-presentation,http://blog.nguyenvq.com/blog/2011/02/13/poster-presentation,https://www.nguyenvq.com/blog/posts/2011-02-13-poster-presentation/,../2011-02-13-poster-presentation/
2011-02-15-convert-raster-image-to-vector-image.org,2011,02,15,convert-raster-image-to-vector-image,http://blog.nguyenvq.com/blog/2011/02/15/convert-raster-image-to-vector-image,https://www.nguyenvq.com/blog/posts/2011-02-15-convert-raster-image-to-vector-image/,../2011-02-15-convert-raster-image-to-vector-image/
2011-02-15-delete-ds_store-files.org,2011,02,15,delete-ds_store-files,http://blog.nguyenvq.com/blog/2011/02/15/delete-ds_store-files,https://www.nguyenvq.com/blog/posts/2011-02-15-delete-ds_store-files/,../2011-02-15-delete-ds_store-files/
2011-02-16-emacs-as-my-default-pdf-viewer.org,2011,02,16,emacs-as-my-default-pdf-viewer,http://blog.nguyenvq.com/blog/2011/02/16/emacs-as-my-default-pdf-viewer,https://www.nguyenvq.com/blog/posts/2011-02-16-emacs-as-my-default-pdf-viewer/,../2011-02-16-emacs-as-my-default-pdf-viewer/
2011-02-17-batch-amplify-audio-files-from-the-command-line.org,2011,02,17,batch-amplify-audio-files-from-the-command-line,http://blog.nguyenvq.com/blog/2011/02/17/batch-amplify-audio-files-from-the-command-line,https://www.nguyenvq.com/blog/posts/2011-02-17-batch-amplify-audio-files-from-the-command-line/,../2011-02-17-batch-amplify-audio-files-from-the-command-line/
2011-02-24-burn-dvd-from-the-command-line.org,2011,02,24,burn-dvd-from-the-command-line,http://blog.nguyenvq.com/blog/2011/02/24/burn-dvd-from-the-command-line,https://www.nguyenvq.com/blog/posts/2011-02-24-burn-dvd-from-the-command-line/,../2011-02-24-burn-dvd-from-the-command-line/
2011-02-25-875.org,2011,02,25,875,http://blog.nguyenvq.com/blog/2011/02/25/875,https://www.nguyenvq.com/blog/posts/2011-02-25-875/,../2011-02-25-875/
2011-02-25-burn-cds-and-dvds-from-emacs-using-dired-and-dvdrw-tools.org,2011,02,25,burn-cds-and-dvds-from-emacs-using-dired-and-dvdrw-tools,http://blog.nguyenvq.com/blog/2011/02/25/burn-cds-and-dvds-from-emacs-using-dired-and-dvdrw-tools,https://www.nguyenvq.com/blog/posts/2011-02-25-burn-cds-and-dvds-from-emacs-using-dired-and-dvdrw-tools/,../2011-02-25-burn-cds-and-dvds-from-emacs-using-dired-and-dvdrw-tools/
2011-02-26-split-cut-or-sample-a-video-file-on-the-command-line.org,2011,02,26,split-cut-or-sample-a-video-file-on-the-command-line,http://blog.nguyenvq.com/blog/2011/02/26/split-cut-or-sample-a-video-file-on-the-command-line,https://www.nguyenvq.com/blog/posts/2011-02-26-split-cut-or-sample-a-video-file-on-the-command-line/,../2011-02-26-split-cut-or-sample-a-video-file-on-the-command-line/
2011-02-28-blockdisable-transition-ads-ad-brite.org,2011,02,28,blockdisable-transition-ads-ad-brite,http://blog.nguyenvq.com/blog/2011/02/28/blockdisable-transition-ads-ad-brite,https://www.nguyenvq.com/blog/posts/2011-02-28-blockdisable-transition-ads-ad-brite/,../2011-02-28-blockdisable-transition-ads-ad-brite/
2011-03-03-file-associations-in-linux-gnome-and-mailcap.org,2011,03,03,file-associations-in-linux-gnome-and-mailcap,http://blog.nguyenvq.com/blog/2011/03/03/file-associations-in-linux-gnome-and-mailcap,https://www.nguyenvq.com/blog/posts/2011-03-03-file-associations-in-linux-gnome-and-mailcap/,../2011-03-03-file-associations-in-linux-gnome-and-mailcap/
2011-03-07-escreen-instead-of-elscreen-for-screen-like-features-in-emacs.org,2011,03,07,escreen-instead-of-elscreen-for-screen-like-features-in-emacs,http://blog.nguyenvq.com/blog/2011/03/07/escreen-instead-of-elscreen-for-screen-like-features-in-emacs,https://www.nguyenvq.com/blog/posts/2011-03-07-escreen-instead-of-elscreen-for-screen-like-features-in-emacs/,../2011-03-07-escreen-instead-of-elscreen-for-screen-like-features-in-emacs/
2011-03-10-foxit-phantom-an-adobe-acrobat-alternative-for-linux-via-wine.org,2011,03,10,foxit-phantom-an-adobe-acrobat-alternative-for-linux-via-wine,http://blog.nguyenvq.com/blog/2011/03/10/foxit-phantom-an-adobe-acrobat-alternative-for-linux-via-wine,https://www.nguyenvq.com/blog/posts/2011-03-10-foxit-phantom-an-adobe-acrobat-alternative-for-linux-via-wine/,../2011-03-10-foxit-phantom-an-adobe-acrobat-alternative-for-linux-via-wine/
2011-03-10-wget-tutorial.org,2011,03,10,wget-tutorial,http://blog.nguyenvq.com/blog/2011/03/10/wget-tutorial,https://www.nguyenvq.com/blog/posts/2011-03-10-wget-tutorial/,../2011-03-10-wget-tutorial/
2011-03-14-alt-key-and-copy-paste.org,2011,03,14,alt-key-and-copy-paste,http://blog.nguyenvq.com/blog/2011/03/14/alt-key-and-copy-paste,https://www.nguyenvq.com/blog/posts/2011-03-14-alt-key-and-copy-paste/,../2011-03-14-alt-key-and-copy-paste/
2011-03-14-latest-asterisk-on-ubuntu.org,2011,03,14,latest-asterisk-on-ubuntu,http://blog.nguyenvq.com/blog/2011/03/14/latest-asterisk-on-ubuntu,https://www.nguyenvq.com/blog/posts/2011-03-14-latest-asterisk-on-ubuntu/,../2011-03-14-latest-asterisk-on-ubuntu/
2011-03-16-amazon-ec2-free-hosting-micro-instance-for-1-year-ubuntu-wordpress-asterisk.org,2011,03,16,amazon-ec2-free-hosting-micro-instance-for-1-year-ubuntu-wordpress-asterisk,http://blog.nguyenvq.com/blog/2011/03/16/amazon-ec2-free-hosting-micro-instance-for-1-year-ubuntu-wordpress-asterisk,https://www.nguyenvq.com/blog/posts/2011-03-16-amazon-ec2-free-hosting-micro-instance-for-1-year-ubuntu-wordpress-asterisk/,../2011-03-16-amazon-ec2-free-hosting-micro-instance-for-1-year-ubuntu-wordpress-asterisk/
2011-04-09-testing-a-hypothesis-and-hypothesis-generation.org,2011,04,09,testing-a-hypothesis-and-hypothesis-generation,http://blog.nguyenvq.com/blog/2011/04/09/testing-a-hypothesis-and-hypothesis-generation,https://www.nguyenvq.com/blog/posts/2011-04-09-testing-a-hypothesis-and-hypothesis-generation/,../2011-04-09-testing-a-hypothesis-and-hypothesis-generation/
2011-04-13-lpr-printing-on-command-line.org,2011,04,13,lpr-printing-on-command-line,http://blog.nguyenvq.com/blog/2011/04/13/lpr-printing-on-command-line,https://www.nguyenvq.com/blog/posts/2011-04-13-lpr-printing-on-command-line/,../2011-04-13-lpr-printing-on-command-line/
2011-04-13-sftp-with-restricted-folder.org,2011,04,13,sftp-with-restricted-folder,http://blog.nguyenvq.com/blog/2011/04/13/sftp-with-restricted-folder,https://www.nguyenvq.com/blog/posts/2011-04-13-sftp-with-restricted-folder/,../2011-04-13-sftp-with-restricted-folder/
2011-05-01-spacing-between-items-in-itemize-or-enumerate-environments-lists.org,2011,05,01,spacing-between-items-in-itemize-or-enumerate-environments-lists,http://blog.nguyenvq.com/blog/2011/05/01/spacing-between-items-in-itemize-or-enumerate-environments-lists,https://www.nguyenvq.com/blog/posts/2011-05-01-spacing-between-items-in-itemize-or-enumerate-environments-lists/,../2011-05-01-spacing-between-items-in-itemize-or-enumerate-environments-lists/
2011-05-10-applying-a-patch.org,2011,05,10,applying-a-patch,http://blog.nguyenvq.com/blog/2011/05/10/applying-a-patch,https://www.nguyenvq.com/blog/posts/2011-05-10-applying-a-patch/,../2011-05-10-applying-a-patch/
2011-05-10-emacs-keybindings-in-xpdf-and-xdvi.org,2011,05,10,emacs-keybindings-in-xpdf-and-xdvi,http://blog.nguyenvq.com/blog/2011/05/10/emacs-keybindings-in-xpdf-and-xdvi,https://www.nguyenvq.com/blog/posts/2011-05-10-emacs-keybindings-in-xpdf-and-xdvi/,../2011-05-10-emacs-keybindings-in-xpdf-and-xdvi/
2011-05-10-writing-and-publishing-books-on-kindle.org,2011,05,10,writing-and-publishing-books-on-kindle,http://blog.nguyenvq.com/blog/2011/05/10/writing-and-publishing-books-on-kindle,https://www.nguyenvq.com/blog/posts/2011-05-10-writing-and-publishing-books-on-kindle/,../2011-05-10-writing-and-publishing-books-on-kindle/
2011-05-10-xpdf-binary-doesnt-work-in-ubuntu-11-04-natty-fix.org,2011,05,10,xpdf-binary-doesnt-work-in-ubuntu-11-04-natty-fix,http://blog.nguyenvq.com/blog/2011/05/10/xpdf-binary-doesnt-work-in-ubuntu-11-04-natty-fix,https://www.nguyenvq.com/blog/posts/2011-05-10-xpdf-binary-doesnt-work-in-ubuntu-11-04-natty-fix/,../2011-05-10-xpdf-binary-doesnt-work-in-ubuntu-11-04-natty-fix/
2011-05-12-cups-pdf-example.org,2011,05,12,cups-pdf-example,http://blog.nguyenvq.com/blog/2011/05/12/cups-pdf-example,https://www.nguyenvq.com/blog/posts/2011-05-12-cups-pdf-example/,../2011-05-12-cups-pdf-example/
2011-05-12-google-cloudprint-on-linux.org,2011,05,12,google-cloudprint-on-linux,http://blog.nguyenvq.com/blog/2011/05/12/google-cloudprint-on-linux,https://www.nguyenvq.com/blog/posts/2011-05-12-google-cloudprint-on-linux/,../2011-05-12-google-cloudprint-on-linux/
2011-05-12-sshfs-doesnt-forward-x-conflict-with-controlmaster-auto.org,2011,05,12,sshfs-doesnt-forward-x-conflict-with-controlmaster-auto,http://blog.nguyenvq.com/blog/2011/05/12/sshfs-doesnt-forward-x-conflict-with-controlmaster-auto,https://www.nguyenvq.com/blog/posts/2011-05-12-sshfs-doesnt-forward-x-conflict-with-controlmaster-auto/,../2011-05-12-sshfs-doesnt-forward-x-conflict-with-controlmaster-auto/
2011-05-15-latex-or-mathml-on-the-web-via-mathjax.org,2011,05,15,latex-or-mathml-on-the-web-via-mathjax,http://blog.nguyenvq.com/blog/2011/05/15/latex-or-mathml-on-the-web-via-mathjax,https://www.nguyenvq.com/blog/posts/2011-05-15-latex-or-mathml-on-the-web-via-mathjax/,../2011-05-15-latex-or-mathml-on-the-web-via-mathjax/
2011-05-21-ssh-encrypted-proxy-for-android-or-when-connected-to-a-public-wifi.org,2011,05,21,ssh-encrypted-proxy-for-android-or-when-connected-to-a-public-wifi,http://blog.nguyenvq.com/blog/2011/05/21/ssh-encrypted-proxy-for-android-or-when-connected-to-a-public-wifi,https://www.nguyenvq.com/blog/posts/2011-05-21-ssh-encrypted-proxy-for-android-or-when-connected-to-a-public-wifi/,../2011-05-21-ssh-encrypted-proxy-for-android-or-when-connected-to-a-public-wifi/
2011-06-02-watch-a-folder-or-file-with-inotify-tools.org,2011,06,02,watch-a-folder-or-file-with-inotify-tools,http://blog.nguyenvq.com/blog/2011/06/02/watch-a-folder-or-file-with-inotify-tools,https://www.nguyenvq.com/blog/posts/2011-06-02-watch-a-folder-or-file-with-inotify-tools/,../2011-06-02-watch-a-folder-or-file-with-inotify-tools/
2011-06-07-non-latex-presentations-using-org-mode-s5-and-html5-slides.org,2011,06,07,non-latex-presentations-using-org-mode-s5-and-html5-slides,http://blog.nguyenvq.com/blog/2011/06/07/non-latex-presentations-using-org-mode-s5-and-html5-slides,https://www.nguyenvq.com/blog/posts/2011-06-07-non-latex-presentations-using-org-mode-s5-and-html5-slides/,../2011-06-07-non-latex-presentations-using-org-mode-s5-and-html5-slides/
2011-06-08-embed-anything-on-a-site-easily.org,2011,06,08,embed-anything-on-a-site-easily,http://blog.nguyenvq.com/blog/2011/06/08/embed-anything-on-a-site-easily,https://www.nguyenvq.com/blog/posts/2011-06-08-embed-anything-on-a-site-easily/,../2011-06-08-embed-anything-on-a-site-easily/
2011-06-08-natbib-reference-sheet-for-citations.org,2011,06,08,natbib-reference-sheet-for-citations,http://blog.nguyenvq.com/blog/2011/06/08/natbib-reference-sheet-for-citations,https://www.nguyenvq.com/blog/posts/2011-06-08-natbib-reference-sheet-for-citations/,../2011-06-08-natbib-reference-sheet-for-citations/
2011-06-09-byobu-an-enhanced-screen.org,2011,06,09,byobu-an-enhanced-screen,http://blog.nguyenvq.com/blog/2011/06/09/byobu-an-enhanced-screen,https://www.nguyenvq.com/blog/posts/2011-06-09-byobu-an-enhanced-screen/,../2011-06-09-byobu-an-enhanced-screen/
2011-06-13-google-voice-on-a-telephone-without-a-server.org,2011,06,13,google-voice-on-a-telephone-without-a-server,http://blog.nguyenvq.com/blog/2011/06/13/google-voice-on-a-telephone-without-a-server,https://www.nguyenvq.com/blog/posts/2011-06-13-google-voice-on-a-telephone-without-a-server/,../2011-06-13-google-voice-on-a-telephone-without-a-server/
2011-06-13-version-control-and-collaborating-with-latex-files.org,2011,06,13,version-control-and-collaborating-with-latex-files,http://blog.nguyenvq.com/blog/2011/06/13/version-control-and-collaborating-with-latex-files,https://www.nguyenvq.com/blog/posts/2011-06-13-version-control-and-collaborating-with-latex-files/,../2011-06-13-version-control-and-collaborating-with-latex-files/
2011-06-14-modify-spacings-in-listing-itemizeenumerate-environments-for-latex-beamer.org,2011,06,14,modify-spacings-in-listing-itemizeenumerate-environments-for-latex-beamer,http://blog.nguyenvq.com/blog/2011/06/14/modify-spacings-in-listing-itemizeenumerate-environments-for-latex-beamer,https://www.nguyenvq.com/blog/posts/2011-06-14-modify-spacings-in-listing-itemizeenumerate-environments-for-latex-beamer/,../2011-06-14-modify-spacings-in-listing-itemizeenumerate-environments-for-latex-beamer/
2011-06-16-determining-number-of-nodes-or-cores-available-in-an-sge-queue.org,2011,06,16,determining-number-of-nodes-or-cores-available-in-an-sge-queue,http://blog.nguyenvq.com/blog/2011/06/16/determining-number-of-nodes-or-cores-available-in-an-sge-queue,https://www.nguyenvq.com/blog/posts/2011-06-16-determining-number-of-nodes-or-cores-available-in-an-sge-queue/,../2011-06-16-determining-number-of-nodes-or-cores-available-in-an-sge-queue/
2011-06-16-serialize-or-turn-a-large-parallel-r-job-into-smaller-chunks-for-use-with-sge.org,2011,06,16,serialize-or-turn-a-large-parallel-r-job-into-smaller-chunks-for-use-with-sge,http://blog.nguyenvq.com/blog/2011/06/16/serialize-or-turn-a-large-parallel-r-job-into-smaller-chunks-for-use-with-sge,https://www.nguyenvq.com/blog/posts/2011-06-16-serialize-or-turn-a-large-parallel-r-job-into-smaller-chunks-for-use-with-sge/,../2011-06-16-serialize-or-turn-a-large-parallel-r-job-into-smaller-chunks-for-use-with-sge/
2011-06-29-convert-a-string-to-emacs-regexp.org,2011,06,29,convert-a-string-to-emacs-regexp,http://blog.nguyenvq.com/blog/2011/06/29/convert-a-string-to-emacs-regexp,https://www.nguyenvq.com/blog/posts/2011-06-29-convert-a-string-to-emacs-regexp/,../2011-06-29-convert-a-string-to-emacs-regexp/
2011-06-29-some-custom-emacs-keybindings-for-latex-to-assist-in-the-writing-process.org,2011,06,29,some-custom-emacs-keybindings-for-latex-to-assist-in-the-writing-process,http://blog.nguyenvq.com/blog/2011/06/29/some-custom-emacs-keybindings-for-latex-to-assist-in-the-writing-process,https://www.nguyenvq.com/blog/posts/2011-06-29-some-custom-emacs-keybindings-for-latex-to-assist-in-the-writing-process/,../2011-06-29-some-custom-emacs-keybindings-for-latex-to-assist-in-the-writing-process/
2011-06-30-ignore-errors-when-executing-a-command-in-emacs-with-condition-case.org,2011,06,30,ignore-errors-when-executing-a-command-in-emacs-with-condition-case,http://blog.nguyenvq.com/blog/2011/06/30/ignore-errors-when-executing-a-command-in-emacs-with-condition-case,https://www.nguyenvq.com/blog/posts/2011-06-30-ignore-errors-when-executing-a-command-in-emacs-with-condition-case/,../2011-06-30-ignore-errors-when-executing-a-command-in-emacs-with-condition-case/
2011-06-30-wordpresss-syntax-highlighter-evolved-messes-up-my-code.org,2011,06,30,wordpresss-syntax-highlighter-evolved-messes-up-my-code,http://blog.nguyenvq.com/blog/2011/06/30/wordpresss-syntax-highlighter-evolved-messes-up-my-code,https://www.nguyenvq.com/blog/posts/2011-06-30-wordpresss-syntax-highlighter-evolved-messes-up-my-code/,../2011-06-30-wordpresss-syntax-highlighter-evolved-messes-up-my-code/
2011-07-01-follow-up-on-obi-ata-and-google-voice.org,2011,07,01,follow-up-on-obi-ata-and-google-voice,http://blog.nguyenvq.com/blog/2011/07/01/follow-up-on-obi-ata-and-google-voice,https://www.nguyenvq.com/blog/posts/2011-07-01-follow-up-on-obi-ata-and-google-voice/,../2011-07-01-follow-up-on-obi-ata-and-google-voice/
2011-07-01-my-own-programming-style-convention-for-most-languages.org,2011,07,01,my-own-programming-style-convention-for-most-languages,http://blog.nguyenvq.com/blog/2011/07/01/my-own-programming-style-convention-for-most-languages,https://www.nguyenvq.com/blog/posts/2011-07-01-my-own-programming-style-convention-for-most-languages/,../2011-07-01-my-own-programming-style-convention-for-most-languages/
2011-07-11-quick-notes-on-building-my-own-computer.org,2011,07,11,quick-notes-on-building-my-own-computer,http://blog.nguyenvq.com/blog/2011/07/11/quick-notes-on-building-my-own-computer,https://www.nguyenvq.com/blog/posts/2011-07-11-quick-notes-on-building-my-own-computer/,../2011-07-11-quick-notes-on-building-my-own-computer/
2011-07-11-r-from-source.org,2011,07,11,r-from-source,http://blog.nguyenvq.com/blog/2011/07/11/r-from-source,https://www.nguyenvq.com/blog/posts/2011-07-11-r-from-source/,../2011-07-11-r-from-source/
2011-07-13-install-sas-on-linux.org,2011,07,13,install-sas-on-linux,http://blog.nguyenvq.com/blog/2011/07/13/install-sas-on-linux,https://www.nguyenvq.com/blog/posts/2011-07-13-install-sas-on-linux/,../2011-07-13-install-sas-on-linux/
2011-07-14-adobe-flash-player-11-beta-out-no-more-npviewer-bin-process-sucking-cpu-resource.org,2011,07,14,adobe-flash-player-11-beta-out-no-more-npviewer-bin-process-sucking-cpu-resource,http://blog.nguyenvq.com/blog/2011/07/14/adobe-flash-player-11-beta-out-no-more-npviewer-bin-process-sucking-cpu-resource,https://www.nguyenvq.com/blog/posts/2011-07-14-adobe-flash-player-11-beta-out-no-more-npviewer-bin-process-sucking-cpu-resource/,../2011-07-14-adobe-flash-player-11-beta-out-no-more-npviewer-bin-process-sucking-cpu-resource/
2011-07-16-web-based-ssh.org,2011,07,16,web-based-ssh,http://blog.nguyenvq.com/blog/2011/07/16/web-based-ssh,https://www.nguyenvq.com/blog/posts/2011-07-16-web-based-ssh/,../2011-07-16-web-based-ssh/
2011-07-18-real-time-file-synchronization-like-dropbox-via-unison.org,2011,07,18,real-time-file-synchronization-like-dropbox-via-unison,http://blog.nguyenvq.com/blog/2011/07/18/real-time-file-synchronization-like-dropbox-via-unison,https://www.nguyenvq.com/blog/posts/2011-07-18-real-time-file-synchronization-like-dropbox-via-unison/,../2011-07-18-real-time-file-synchronization-like-dropbox-via-unison/
2011-07-22-archive-and-synchronizations-with-unison-and-rsync.org,2011,07,22,archive-and-synchronizations-with-unison-and-rsync,http://blog.nguyenvq.com/blog/2011/07/22/archive-and-synchronizations-with-unison-and-rsync,https://www.nguyenvq.com/blog/posts/2011-07-22-archive-and-synchronizations-with-unison-and-rsync/,../2011-07-22-archive-and-synchronizations-with-unison-and-rsync/
2011-07-22-make-your-scripts-more-user-friendly-with-zenity.org,2011,07,22,make-your-scripts-more-user-friendly-with-zenity,http://blog.nguyenvq.com/blog/2011/07/22/make-your-scripts-more-user-friendly-with-zenity,https://www.nguyenvq.com/blog/posts/2011-07-22-make-your-scripts-more-user-friendly-with-zenity/,../2011-07-22-make-your-scripts-more-user-friendly-with-zenity/
2011-07-22-web-based-collaboration-of-latex-documents.org,2011,07,22,web-based-collaboration-of-latex-documents,http://blog.nguyenvq.com/blog/2011/07/22/web-based-collaboration-of-latex-documents,https://www.nguyenvq.com/blog/posts/2011-07-22-web-based-collaboration-of-latex-documents/,../2011-07-22-web-based-collaboration-of-latex-documents/
2011-07-24-research-paper-management-or-library-with-emacs.org,2011,07,24,research-paper-management-or-library-with-emacs,http://blog.nguyenvq.com/blog/2011/07/24/research-paper-management-or-library-with-emacs,https://www.nguyenvq.com/blog/posts/2011-07-24-research-paper-management-or-library-with-emacs/,../2011-07-24-research-paper-management-or-library-with-emacs/
2011-07-28-working-with-sas-macro-variables.org,2011,07,28,working-with-sas-macro-variables,http://blog.nguyenvq.com/blog/2011/07/28/working-with-sas-macro-variables,https://www.nguyenvq.com/blog/posts/2011-07-28-working-with-sas-macro-variables/,../2011-07-28-working-with-sas-macro-variables/
2011-07-29-vpn-service-for-an-anonymous-or-untraceable-internet-presence.org,2011,07,29,vpn-service-for-an-anonymous-or-untraceable-internet-presence,http://blog.nguyenvq.com/blog/2011/07/29/vpn-service-for-an-anonymous-or-untraceable-internet-presence,https://www.nguyenvq.com/blog/posts/2011-07-29-vpn-service-for-an-anonymous-or-untraceable-internet-presence/,../2011-07-29-vpn-service-for-an-anonymous-or-untraceable-internet-presence/
2011-08-06-encrypt-hard-drives-and-usb-drives-with-dm-crypt-and-truecrypt.org,2011,08,06,encrypt-hard-drives-and-usb-drives-with-dm-crypt-and-truecrypt,http://blog.nguyenvq.com/blog/2011/08/06/encrypt-hard-drives-and-usb-drives-with-dm-crypt-and-truecrypt,https://www.nguyenvq.com/blog/posts/2011-08-06-encrypt-hard-drives-and-usb-drives-with-dm-crypt-and-truecrypt/,../2011-08-06-encrypt-hard-drives-and-usb-drives-with-dm-crypt-and-truecrypt/
2011-08-06-full-disk-encryption-on-ubuntu-with-dm-crypt-luks.org,2011,08,06,full-disk-encryption-on-ubuntu-with-dm-crypt-luks,http://blog.nguyenvq.com/blog/2011/08/06/full-disk-encryption-on-ubuntu-with-dm-crypt-luks,https://www.nguyenvq.com/blog/posts/2011-08-06-full-disk-encryption-on-ubuntu-with-dm-crypt-luks/,../2011-08-06-full-disk-encryption-on-ubuntu-with-dm-crypt-luks/
2011-08-06-ubuntu-usb-installation-detect-and-mount-cd-rom-failed.org,2011,08,06,ubuntu-usb-installation-detect-and-mount-cd-rom-failed,http://blog.nguyenvq.com/blog/2011/08/06/ubuntu-usb-installation-detect-and-mount-cd-rom-failed,https://www.nguyenvq.com/blog/posts/2011-08-06-ubuntu-usb-installation-detect-and-mount-cd-rom-failed/,../2011-08-06-ubuntu-usb-installation-detect-and-mount-cd-rom-failed/
